1.091397	0.067675
1.161072	0.058315
1.240812	0.058335
1.320892	0.058635
1.400992	0.058395
1.481252	0.058575
1.561092	0.058975
1.640812	0.057935
1.721112	0.058055
1.801012	0.058635
1.881172	0.058595
1.960772	0.058775
2.041232	0.058795
2.121272	0.058315
2.200892	0.058115
2.281052	0.058455
2.361252	0.058335
2.441352	0.058095
2.521152	0.058835
2.600792	0.058395
2.681292	0.057955
2.761092	0.057715
2.840992	0.058075
2.921352	0.058615
3.001172	0.058315
3.081312	0.058535
3.160912	0.058155
3.241152	0.058155
3.321272	0.059035
3.400992	0.058195
3.481212	0.058075
3.561192	0.059215
3.641272	0.058255
3.721232	0.058095
3.800752	0.058515
3.880752	0.058735
3.961272	0.057975
4.041092	0.059055
4.121092	0.058735
4.200752	0.058455
4.281312	0.058215
4.360972	0.057955
4.440772	0.058575
4.521052	0.058215
4.601292	0.059035
4.681332	0.058895
4.761012	0.058175
4.841112	0.057875
4.921312	0.058995
5.000872	0.058155
5.080912	0.059095
5.161312	0.058475
5.241232	0.058335
5.321072	0.058715
5.401152	0.058155
5.481332	0.059455
5.560932	0.058415
5.641292	0.058675
5.721252	0.058795
5.800892	0.058015
5.880792	0.058775
5.960772	0.058615
6.040972	0.058455
6.121292	0.058135
6.201192	0.058295
6.281312	0.058335
6.361112	0.058775
6.441192	0.058755
6.520932	0.058975
6.600912	0.058415
6.680912	0.058535
6.761092	0.058475
6.841312	0.058995
6.921032	0.058215
7.001172	0.058115
7.080972	0.058455
7.161232	0.057895
7.241232	0.058615
7.320992	0.058735
7.401072	0.058635
7.481252	0.058695
7.560852	0.058595
7.641072	0.058935
7.721192	0.058255
7.801212	0.058875
7.881032	0.058635
7.961012	0.058575
8.041192	0.058395
8.121112	0.058555
8.200912	0.058375
8.281272	0.058995
8.360812	0.058515
8.441232	0.058335
8.521332	0.058255
8.601052	0.057775
8.680872	0.058375
8.760992	0.058815
8.841232	0.058235
8.921192	0.059275
9.001312	0.058335
9.080972	0.058235
9.161152	0.058455
9.240892	0.058835
9.321052	0.058975
9.400872	0.057895
9.481072	0.058315
9.560872	0.057815
9.641172	0.059235
9.720952	0.057915
9.801272	0.058955
9.881232	0.059175
9.961232	0.058795
10.041212	0.058795
10.121092	0.058575
10.201192	0.058395
10.280992	0.058975
10.361252	0.058455
10.441132	0.058695
10.521332	0.059015
10.600792	0.058275
