1.091397	0.067675
1.161072	-0.009360
1.240812	0.000020
1.320892	0.000300
1.400992	-0.000240
1.481252	0.000180
1.561092	0.000400
1.640812	-0.001040
1.721112	0.000120
1.801012	0.000580
1.881172	-0.000040
1.960772	0.000180
2.041232	0.000020
2.121272	-0.000480
2.200892	-0.000200
2.281052	0.000340
2.361252	-0.000120
2.441352	-0.000240
2.521152	0.000740
2.600792	-0.000440
2.681292	-0.000440
2.761092	-0.000240
2.840992	0.000360
2.921352	0.000540
3.001172	-0.000300
3.081312	0.000220
3.160912	-0.000380
3.241152	0.000000
3.321272	0.000880
3.400992	-0.000840
3.481212	-0.000120
3.561192	0.001140
3.641272	-0.000960
3.721232	-0.000160
3.800752	0.000420
3.880752	0.000220
3.961272	-0.000760
4.041092	0.001080
4.121092	-0.000320
4.200752	-0.000280
4.281312	-0.000240
4.360972	-0.000260
4.440772	0.000620
4.521052	-0.000360
4.601292	0.000820
4.681332	-0.000140
4.761012	-0.000720
4.841112	-0.000300
4.921312	0.001120
5.000872	-0.000840
5.080912	0.000940
5.161312	-0.000620
5.241232	-0.000140
5.321072	0.000380
5.401152	-0.000560
5.481332	0.001300
5.560932	-0.001040
5.641292	0.000260
5.721252	0.000120
5.800892	-0.000780
5.880792	0.000760
5.960772	-0.000160
6.040972	-0.000160
6.121292	-0.000320
6.201192	0.000160
6.281312	0.000040
6.361112	0.000440
6.441192	-0.000020
6.520932	0.000220
6.600912	-0.000560
6.680912	0.000120
6.761092	-0.000060
6.841312	0.000520
6.921032	-0.000780
7.001172	-0.000100
7.080972	0.000340
7.161232	-0.000560
7.241232	0.000720
7.320992	0.000120
7.401072	-0.000100
7.481252	0.000060
7.560852	-0.000100
7.641072	0.000340
7.721192	-0.000680
7.801212	0.000620
7.881032	-0.000240
7.961012	-0.000060
8.041192	-0.000180
8.121112	0.000160
8.200912	-0.000180
8.281272	0.000620
8.360812	-0.000480
8.441232	-0.000180
8.521332	-0.000080
8.601052	-0.000480
8.680872	0.000600
8.760992	0.000440
8.841232	-0.000580
8.921192	0.001040
9.001312	-0.000940
9.080972	-0.000100
9.161152	0.000220
9.240892	0.000380
9.321052	0.000140
9.400872	-0.001080
9.481072	0.000420
9.560872	-0.000500
9.641172	0.001420
9.720952	-0.001320
9.801272	0.001040
9.881232	0.000220
9.961232	-0.000380
10.041212	-0.000000
