Throughput (bytes/s)	Drop Ratio	Average Delay (s)
742352.907143	0.000123	0.019489

8 -> 0:	447.285714	0.032258	0.064623
2 -> 0:	80847.714286	0.000000	0.019737
5 -> 0:	88644.692857	0.000000	0.021667
6 -> 0:	74314.000000	0.000102	0.020405
7 -> 0:	0.000000	1.000000	inf
4 -> 0:	81832.000000	0.000000	0.017619
3 -> 0:	195822.800000	0.000000	0.019087
1 -> 0:	220444.414286	0.000000	0.019565

