Throughput (bytes/s)	Drop Ratio	Average Delay (s)
754002.057143	0.000358	0.028651

8 -> 0:	13583.714286	0.001113	0.133949
2 -> 0:	72102.714286	0.000000	0.025102
5 -> 0:	157932.264286	0.000493	0.028528
6 -> 0:	63252.142857	0.000239	0.025735
7 -> 0:	0.000000	1.000000	inf
4 -> 0:	68029.285714	0.000667	0.023619
3 -> 0:	184922.457143	0.000215	0.026975
1 -> 0:	194179.478571	0.000000	0.021548

