Throughput (bytes/s)	Drop Ratio	Average Delay (s)
623967.355556	0.000141	0.005792

8 -> 0:	0.000000	1.000000	inf
2 -> 0:	167158.074074	0.000000	0.005680
7 -> 0:	0.000000	1.000000	inf
6 -> 0:	0.000000	1.000000	inf
5 -> 0:	0.000000	1.000000	inf
4 -> 0:	0.000000	1.000000	inf
3 -> 0:	0.000000	1.000000	inf
1 -> 0:	456809.281481	0.000000	0.005904

